text,created_at
RT @TomFitton: A federal court granted @JudicialWatch discovery on Clinton emails because the court wanted answers about the cover-up. And…,5/11/2019 12:00
RT @TomFitton: Of course there's a #NationalEmergency on the border. @RealDonaldTrump is absolutely right about the border crisis and shou…,5/11/2019 11:59
"RT @TomFitton: FBI Official: Barack Obama's White House Was A ""Repository"" For Hillary Clinton's Emails - @JudicialWatch https://t.co/8bONh…",5/11/2019 11:59
RT @TomFitton: Coming up! https://t.co/bOwV0Gs262,5/11/2019 11:58
RT @hughhewitt: The Mueller probe has concluded after vast effort that there was no collusion. Senate Intel subpoena to @DonaldJTrumpJr s…,5/11/2019 11:57
RT @TomFitton: BREAKING: New emails show Obama WH orchestrated Clinton email coverup; Illegal spying on @realDonaldTrump biggest corruption…,5/11/2019 11:57
RT @SenThomTillis: I agree with Leader McConnell: this case is closed. The Mueller Report cleared @DonaldJTrumpJr and he’s already spent 27…,5/11/2019 11:54
RT @SenThomTillis: Please watch and share this testimony from Carla Provost @USBPChief Chief of the US Border Patrol about the ongoing cr…,5/11/2019 11:52
RT @Politi_Chatter: @realDonaldTrump Today Twitter crossed the line &amp; Suspended the Conservative run @WeSupport45 account without explanati…,5/11/2019 11:46
RT @TomFitton: SPYGATE CRIMES: Nadler abuse targeting AG Barr and @RealDonaldTrump designed to distract from the fact that the DNC/Dem Part…,5/11/2019 2:11
RT @GOPChairwoman: The @realDonaldTrump re-election campaign has reported more female donors than any other candidate – and it’s not even c…,5/11/2019 2:10
RT @realDonaldTrump: ....If we bought 15 Billion Dollars of Agriculture from our Farmers far more than China buys now we would have more…,5/11/2019 0:11
RT @realDonaldTrump: Tariffs will bring in FAR MORE wealth to our Country than even a phenomenal deal of the traditional kind. Also much e…,5/10/2019 23:41
Military spouses share an admirable legacy of unwavering devotion to their loved ones in uniform and to the cause of freedom. On Military Spouse Day we honor our Nation’s military spouses and express our deep appreciation for all that they do! https://t.co/B3NrKc698y,5/10/2019 21:13
....into the future will continue. In the meantime the United States has imposed Tariffs on China which may or may not be removed depending on what happens with respect to future negotiations!,5/10/2019 19:14
Over the course of the past two days the United States and China have held candid and constructive conversations on the status of the trade relationship between both countries. The relationship between President Xi and myself remains a very strong one and conversations....,5/10/2019 19:14
Great Republican vote today on Disaster Relief Bill. We will now work out a bipartisan solution that gets relief for our great States and Farmers. Thank you to all. Get me a Bill that I can quickly sign!,5/10/2019 17:57
“We have been engaged in an unfair relationship with China for a long time. They have reneged on the commitments they made to the WTO particularly around intellectual property.” Carly Fiorina @MariaBartiromo,5/10/2019 13:39
Looks to me like it’s going to be SleepyCreepy Joe over Crazy Bernie. Everyone else is fading fast!,5/10/2019 13:20
RT @realDonaldTrump: Republicans must stick together! https://t.co/APrvcjpqOp,5/10/2019 13:11
Great Consumer Price Index just out. Really good very low inflation! We have a great chance to “really rock!” Good numbers all around.,5/10/2019 13:01
Your all time favorite President got tired of waiting for China to help out and start buying from our FARMERS the greatest anywhere in the World!,5/10/2019 12:55
Build your products in the United States and there are NO TARIFFS!,5/10/2019 12:08
....If we bought 15 Billion Dollars of Agriculture from our Farmers far more than China buys now we would have more than 85 Billion Dollars left over for new Infrastructure Healthcare or anything else. China would greatly slow down and we would automatically speed up!,5/10/2019 12:07
Build your products in the United States and there are NO TARIFFS!,5/10/2019 12:02
The average 401(k) balance has SOARED since the bottom of the market - 466%. Wow!,5/10/2019 11:54
Tariffs will make our Country MUCH STRONGER not weaker. Just sit back and watch! In the meantime China should not renegotiate deals with the U.S. at the last minute. This is not the Obama Administration or the Administration of Sleepy Joe who let China get away with “murder!”,5/10/2019 11:48
Tariffs will bring in FAR MORE wealth to our Country than even a phenomenal deal of the traditional kind. Also much easier &amp; quicker to do. Our Farmers will do better faster and starving nations can now be helped. Waivers on some products will be granted or go to new source!,5/10/2019 11:46
Talks with China continue in a very congenial manner - there is absolutely no need to rush - as Tariffs are NOW being paid to the United States by China of 25% on 250 Billion Dollars worth of goods &amp; products. These massive payments go directly to the Treasury of the U.S....,5/10/2019 11:43
....agricultural products from our Great Farmers in larger amounts than China ever did and ship it to poor &amp; starving countries in the form of humanitarian assistance. In the meantime we will continue to negotiate with China in the hopes that they do not again try to redo deal!,5/10/2019 11:43
....The process has begun to place additional Tariffs at 25% on the remaining 325 Billion Dollars. The U.S. only sells China approximately 100 Billion Dollars of goods &amp; products a very big imbalance. With the over 100 Billion Dollars in Tariffs that we take in we will buy.....,5/10/2019 11:43
V.P. Mike Pence will be interviewed on @foxandfriends at 7:30 A.M. Enjoy!,5/10/2019 11:27
We have lost 500 Billion Dollars a year for many years on Crazy Trade with China. NO MORE!,5/10/2019 11:24
....If we bought 15 Billion Dollars of Agriculture from our Farmers far more than China buys now we would have more than 85 Billion Dollars left over for new Infrastructure Healthcare or anything else. China would greatly slow down and we would automatically speed up!,5/10/2019 11:22
Tariffs will bring in FAR MORE wealth to our Country than even a phenomenal deal of the traditional kind. Also much easier &amp; quicker to do. Our Farmers will do better faster and starving nations can now be helped. Waivers on some products will be granted or go to new source!,5/10/2019 11:22
....agricultural products from our Great Farmers in larger amounts than China ever did and ship it to poor &amp; starving countries in the form of humanitarian assistance. In the meantime we will continue to negotiate with China in the hopes that they do not again try to redo deal!,5/10/2019 11:22
....The process has begun to place additional Tariffs at 25% on the remaining 325 Billion Dollars. The U.S. only sells China approximately 100 Billion Dollars of goods &amp; products a very big imbalance. With the over 100 Billion Dollars in Tariffs that we take in we will buy.....,5/10/2019 11:22
Tariffs will bring in FAR MORE wealth to our Country than even a phenomenal deal of the traditional kind. Also much easier &amp; quicker to do. Our Farmers will do better faster and starving nations can now be helped. Waivers on some products will be granted or go to new source!,5/10/2019 11:22
....If we bought 15 Billion Dollars of Agriculture from our Farmers far more than China buys now we would have more than 85 Billion Dollars left over for new Infrastructure Healthcare or anything else. China would greatly slow down and we would automatically speed up!,5/10/2019 10:53
Tariffs will bring in FAR MORE wealth to our country than even a phenomenal deal of the traditional kind. Also much easier &amp; quicker to do. Our Farmers will do better faster and starving nations can now be helped. Waivers on some products will be granted or go to new source!,5/10/2019 10:53
....agricultural products from our Great Farmers in larger amounts than China ever did and ship it to poor &amp; starving countries in the form of humanitarian assistance. In the meantime we will continue to negotiate with China in the hopes that they do not again try to redo deal!,5/10/2019 10:53
....The process has begun to place additional Tariffs at 25% on the remaining 325 Billion Dollars. The U.S. only sells China approximately 100 Billion Dollars of goods &amp; products a very big imbalance. With the over 100 Billion Dollars in Tariffs that we take in we will buy.....,5/10/2019 10:53
Talks with China continue in a very congenial manner - there is absolutely no need to rush - as Tariffs are NOW being paid to the United States by China of 25% on 250 Billion Dollars worth of goods &amp; products. These massive payments go directly to the Treasury of the U.S.......,5/10/2019 10:53
